CentralAir,Area Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price,Address
Y,66959.33983,5,6,2,36043,1040781.795,"580 Maxwell Extensions Suite 388
West Carly, WV 33983"
Y,52267.24735,7,9,3,25984,1100380.261,"343 Burns Drives
Kathleenhaven, AL 73693"
Y,38868.25031,7,9,4,25432,759044.688,"86840 Jonathon Field
Stevenport, KY 45694-2395"
Y,67466.29858,6,6,4,47445,1283764.788,"847 Wesley Vista Suite 668
Butlermouth, IN 29187"
Y,67453.08131,6,6,2,49086,1162949.679,"8049 Joseph Ville
Austinshire, OH 39898-5331"
Y,64405.64944,8,8,6,42612,1420979.184,"65018 Mcdonald Dam
Hineston, FL 55892"
Y,62485.90147,6,7,3,32428,972670.8133,"Unit 2473 Box 7729
DPO AA 36548-9176"
Y,84613.54293,7,7,4,43481,1804243.86,"0559 Bryan Plains
Christinaburgh, KY 52933"
Y,69616.21355,5,7,6,14477,836883.5653,"9086 Sarah Pass Apt. 676
Padillamouth, AK 72972-4551"
Y,68173.77439,5,7,3,57700,1294647.589,"647 Michael Cliff Suite 122
Evanschester, NY 62341"
Y,80431.0356,5,6,4,34616,1300479.133,"35149 Dawson Valley
West Juliehaven, GU 84851-7166"
Y,66098.57072,6,7,2,28434,1040376.995,"USCGC Guzman
FPO AE 96158-4679"
Y,63866.3679,6,6,2,33289,1193253.801,"531 Peck Park
North Johnport, MA 11372"
Y,76960.77907,5,7,3,55376,1618127.607,"46521 Williams Mall
West Richard, OK 68233"
Y,75595.70207,5,7,3,30177,1113856.543,"61875 Sheila Branch Apt. 296
Stephanieshire, NY 63229-2478"
Y,68214.14095,7,8,5,37312,1706291.991,"2079 Little Flats Suite 920
East Stevenville, MA 36496"
Y,50881.91067,5,5,3,35777,658644.617,"294 Angela Common
Laurieshire, ME 68533-3663"
Y,63780.9979,7,8,5,35056,1168993.738,"940 Jones Roads Apt. 703
Ericport, CA 59316"
Y,73193.43593,5,5,4,35708,1123209.855,"26579 Janice Club
New Steven, VI 56204-3194"
Y,73875.67601,5,6,2,34332,915818.4531,"332 Cabrera Shoal Apt. 452
New John, WI 34660"
Y,76402.50508,5,6,3,30636,1134142.916,"USS Nixon
FPO AE 74737-2918"
Y,76221.793,6,8,3,30324,1589765.497,"6557 David Corners Apt. 844
Cooperfurt, FL 23835-5841"
Y,53630.31681,3,7,3,43359,552585.3541,"42201 Brandon Brooks
East Justin, MT 68266"
Y,70488.78281,7,7,6,38326,1352917.177,"2412 Terrence Stream Apt. 340
East Juanland, AZ 60790"
Y,76149.22102,3,7,4,30533,1043281.29,"106 Scott Plain
North Audrey, AZ 04363-0913"
Y,63748.24248,6,9,6,47926,1589431.171,"26516 Tiffany Walk Suite 287
Gillside, AZ 62937"
Y,73038.22482,7,7,4,32509,1348883.321,"11766 Gallegos Falls Suite 762
Stevenbury, KY 91300"
Y,76992.81884,7,6,4,24874,1212440.29,"8188 Henry Gardens
Port Rogerberg, OK 27962-5231"
Y,89510.91582,6,8,6,29766,1580727.45,"10694 Amanda Orchard
Cassandraport, WI 70523"
Y,70438.39363,6,7,3,29991,1215288.49,"729 Singh Drives Suite 258
Roberttown, KS 39950"
N,64345.07143,6,7,3,48621,1391788.849,"119 Thompson Place
Christinaton, DE 48205"
Y,65901.47709,6,8,6,32810,1127248.61,"Unit 5691 Box 8533
DPO AE 09658"
Y,58858.02165,7,7,5,23979,1234609.739,"USS Brown
FPO AE 78902-0715"
N,59716.58307,5,4,2,49859,936234.3476,"73567 Daniel Ville Apt. 562
Vanessamouth, MP 12924-0251"
Y,89112.70263,7,8,3,29673,1852338.469,"2948 Andrews Cliffs Apt. 191
Jessicaview, GU 74128"
Y,85522.89108,6,9,4,49258,2009937.703,"494 Kathleen Route Apt. 078
East Tracichester, FM 41408"
Y,50005.04875,8,6,4,32615,828127.0276,"41386 Casey Mission Apt. 524
Leslieport, WY 14692"
Y,71491.38108,6,9,3,42632,1661119.501,"441 Bell Roads
Howardfurt, MN 15904"
Y,65608.60771,8,7,3,28774,1295901.454,"1039 Danielle Overpass Apt. 032
Smithville, SC 96125-9024"
Y,65431.3248,5,8,6,23365,989643.0314,"112 Jennifer Locks Suite 881
West Mark, VA 43382-8111"
Y,81909.50693,9,7,2,30778,1788515.818,"183 Brendan Trace Suite 990
Millerside, FL 28725"
Y,82514.29918,7,8,5,32252,1814855.155,"Unit 6643 Box 2423
DPO AA 82069"
N,72764.93092,6,8,5,19596,1170705.166,"4903 Burgess Square
New Julie, NY 69102"
Y,55288.83745,6,8,6,31145,1090788.981,"386 Johnson Shoal Apt. 607
Lydiashire, OH 14525-4403"
Y,59420.35326,5,6,2,20691,440585.0294,"6441 Devin Cape Suite 400
East Donald, LA 54008"
Y,59042.57706,7,6,5,33182,1029439.234,"85315 Jason Junctions
Katherinestad, MH 96677-4715"
Y,76650.59037,3,7,6,36334,828120.955,"911 Bean Spurs
New John, MO 60974"
Y,59912.8239,7,6,2,38093,985283.8816,"9936 April Plain
South Robert, AR 47420-4991"
Y,69544.12817,5,6,4,27072,879062.5907,"2114 James Oval Apt. 035
Bryanburgh, AR 85968"
Y,56588.23692,5,5,4,38132,609402.7753,"1214 Dennis Skyway
East Pamelastad, HI 95893"
Y,66269.51277,7,8,3,18115,1168859.117,"13878 Lori Points
Butlerberg, AZ 93348-9767"
Y,74890.93612,7,7,2,25334,1307506.565,"186 Bradley Locks Suite 428
Mccannview, IL 91770"
Y,71053.69196,7,7,6,29359,1357250.571,"096 Thompson Land Apt. 282
Gutierrezside, MH 02278"
Y,60721.09573,6,7,4,29979,1181630.625,"793 Landry Mountain
South Shannon, PA 26333"
Y,70204.38625,6,6,4,38773,1294615.008,"035 Murray Greens Suite 071
North Richardstad, ND 69006-6808"
Y,62347.25085,4,7,5,37499,911656.1053,"953 Owens Brook
West Jonathan, AZ 20829"
Y,73688.59397,6,8,3,30995,1149327.656,"USNS Smith
FPO AA 61423-8670"
Y,45685.24992,5,8,5,30346,867714.3838,"708 Murray Motorway Suite 993
Adamhaven, FL 90718"
Y,70689.36434,6,6,3,21350,973068.557,"PSC 7179, Box 6714
APO AA 57159"
Y,74510.79036,6,8,5,9579,1084408.44,"0543 Michele Spring
Gouldville, ND 34180-6287"
Y,98468.25364,7,7,3,50676,2275455.306,"USNV Hoffman
FPO AA 45311-5701"
N,69275.04729,6,6,3,40145,1233205.196,"31046 Aaron Ways
Bryantown, AL 26462"
Y,65969.70704,7,8,4,61773,1906024.636,"6609 Andrew Extension
Emilyland, MP 55694"
Y,65897.66157,6,7,3,49668,1412626.519,"474 Mckinney Underpass
Lake Andreaview, CA 16833"
N,72110.50499,7,7,5,23412,1208761.056,"952 Richard Spring Apt. 574
Moniquemouth, WA 18628"
Y,82069.6606,5,6,2,47005,1710924.367,"547 Ashley Knoll Apt. 840
North Veronica, LA 13077-7129"
Y,47422.74582,6,5,2,42771,750119.7266,"08059 Bailey Fort
Sandovalland, NJ 68704"
Y,71713.79826,6,8,6,26861,1361828.848,"5672 Barton Port
Gonzalesborough, PR 77884"
Y,42348.16246,7,8,6,33610,904785.1632,"329 Duke Rest
South Juanport, GU 60058"
Y,61393.05011,4,8,6,44259,980141.2191,"PSC 0015, Box 2446
APO AP 94869-0746"
Y,63783.5313,6,6,2,32620,798254.2245,"2277 Cody Island
Lake Frank, NJ 80726-0483"
Y,59803.15371,7,7,4,30788,1026505.821,"5262 Dean Divide
Billyland, FL 74609"
Y,92201.21433,5,6,4,45452,1692335.964,"4931 Kristin Cape
Christineburgh, ND 06300"
Y,75967.13508,6,6,2,38897,1405505.244,"6395 Bruce Passage
New Michelle, AL 72494"
Y,61300.28128,6,7,3,33923,946182.0502,"1174 Jessica Mill Apt. 360
Port Mariafort, NV 90740"
Y,77695.00496,7,6,2,42123,1723775.014,"71136 Elizabeth Parks
Watkinsshire, NE 69474-2127"
Y,66764.39845,5,9,6,28467,1238406.19,"0748 Richard Lodge
East Mary, NM 61589-8091"
Y,56734.15695,7,8,6,35453,1317160.403,"243 Singh Course
Hodgeston, WA 03755"
Y,66138.17282,5,7,4,40676,1155752.745,"02787 Arthur Plain
Wernerbury, IL 60921"
Y,48747.15505,6,9,5,31267,1040086.664,"8172 West Gardens
Kevinshire, MD 69882"
Y,73101.21864,5,7,6,39998,1266947.264,"92604 Mcintyre Ridge
East Kelseyport, DE 66874-2943"
Y,69248.80774,6,7,4,57771,1422230.96,"1500 Brandon Green
South Julia, NM 84899"
Y,49825.84885,6,8,6,46400,1224778.623,"4405 Smith Harbor
Port Margaret, GU 67322"
Y,67557.22185,6,6,2,18469,973096.3582,"2713 Flynn Port
Bentleyshire, IN 06799-9053"
Y,59047.80268,5,8,3,26365,512252.8035,"0585 Lee Park Suite 358
Dannyland, DE 84315-4350"
Y,60889.38965,6,6,3,32998,906419.3179,"4199 Jasmine Burg
Deannafort, AL 94097-4514"
Y,75409.22438,5,7,3,33413,1114667.249,"771 Donna Ports
Davidville, NE 67388"
Y,60770.07431,7,7,2,38047,1278365.767,"1529 Mary Flats
East Amberberg, NY 70047-7365"
Y,92106.80387,6,7,4,32483,1720670.877,"50504 Mary Neck Suite 023
Johnberg, CO 27193-0079"
Y,77256.6833,6,7,4,31887,1534295.195,"737 Regina View Apt. 523
South Markberg, NE 49825"
Y,69071.89936,6,7,3,32107,1066040.789,"21685 Jake Pike
Geneshire, GU 25597-6641"
N,79817.66576,6,8,5,31766,1428399.002,"PSC 3949, Box 6921
APO AE 76349"
Y,85172.82909,4,6,2,26018,855423.984,"422 Louis Road Suite 452
Heathermouth, VA 53491-4837"
Y,63765.46966,5,6,2,44864,853084.1522,"5595 Nguyen Shores
Watkinsbury, OH 29757-3635"
Y,71028.1759,4,7,3,43923,934610.3953,"3757 Price Rue
East Colin, MD 62622-8672"
Y,82681.23684,6,8,3,30055,1571781.593,"Unit 5870 Box 7773
DPO AA 32148"
Y,49435.53583,7,6,3,43442,927163.8119,"289 Becky Flats Apt. 257
West Kara, IL 19071-5078"
Y,69139.68322,7,7,4,29684,1227568.958,"458 David Gardens
South Russellside, MN 47598"
Y,52642.47988,4,7,4,50133,671802.0395,"39214 Jason Street
East Danielle, NY 02125"
Y,88345.95978,7,6,3,41216,1705918.18,"46067 Diane Shoal Suite 965
Lake Mark, VT 89656-1372"
Y,70558.83907,6,8,5,24867,1198915.943,"340 Savannah Rapid Apt. 911
New Chelseaville, SD 39482"
Y,55242.58868,6,8,4,48813,1230097.451,"USNS Martinez
FPO AP 84604"
Y,50802.66615,7,7,4,23726,764635.9979,"181 Peterson Vista
Gonzalezview, WY 90756-4263"
Y,79700.74255,6,9,6,31349,1553854.434,"429 Leslie Circle Apt. 738
Brookefort, OH 61661-9485"
N,68400.24175,6,7,3,51989,1451930.631,"5116 Diamond Port Apt. 805
Petersonview, MT 95861"
Y,59107.28758,7,6,2,37556,1063491.81,"03274 Matthews Summit
North Lisa, AZ 80100-6646"
Y,71650.4594,7,7,4,33925,1226180.768,"0927 Sharon Island Apt. 806
Shannonfurt, IA 29955"
Y,51168.42859,8,7,3,30369,1220987.002,"041 Amanda Port
West Davidfurt, NE 83057-8557"
Y,82635.33924,6,7,6,33770,1480227.547,"4163 Brooke Village
Jonathanmouth, OK 18359"
Y,76126.01027,7,5,4,51055,1641873.966,"41652 Derek Islands Apt. 144
South Andrew, VT 91988"
Y,83319.99616,6,6,3,31553,1262963.861,"81551 Carla Drives
West Kaylastad, WY 42793-0307"
Y,85468.53096,5,7,5,46506,1444572.971,"30334 Maria Port Apt. 948
Averyshire, MS 98224"
Y,81665.57835,6,6,4,34754,1358983.47,"140 Castaneda Hills Suite 975
East Bethany, AR 46807-8183"
Y,74385.1379,4,6,2,20951,635530.8449,"895 Valerie Bypass Suite 510
Harrisonton, NH 97852"
Y,86818.06876,6,6,3,41440,1670183.168,"94173 Garcia Underpass Suite 047
South Richard, NJ 83173-9962"
Y,63911.61637,6,7,2,15576,841236.1676,"18224 Michael Island Suite 910
Port Danielburgh, AZ 34355"
Y,84095.88948,6,8,3,21331,1581865.559,"757 Daniel Fort
South Lori, NV 10326-1054"
N,58435.25941,7,8,3,61206,1841495.508,"6511 Stacy Inlet Apt. 152
Kennethstad, PR 56385"
Y,78229.55474,6,6,4,60747,1891398.256,"744 Collins Extensions
Nicholasborough, MS 76961"
Y,78160.30843,7,8,5,39985,1832230.093,"49501 John Rapids
Buckborough, ID 73832"
Y,72757.63336,4,8,6,39088,1062095.468,"8954 Jenkins Isle
North Douglasfort, MO 52507"
Y,48125.48101,7,6,4,40091,970044.6656,"85920 Freeman Inlet Apt. 313
Robertsonstad, MI 36075-5741"
Y,76883.4865,7,7,3,26263,1528900.856,"549 Mccoy Forges Apt. 808
Rojasside, KY 46664"
Y,69266.08743,6,7,3,37181,1107159.781,"3505 Daniel Landing
Ariasland, SD 52630-5212"
Y,71445.08458,6,8,3,24319,1300031.23,"76586 Richard Lodge Apt. 408
Chandlerport, TX 40049"
Y,77467.77071,6,6,4,43629,1547737.002,"6234 Anderson Drives
North Madelineland, MN 85905-7927"
Y,78578.34342,3,8,4,35400,1248741.865,"72180 Valenzuela Rest
Robertsfort, VA 90251-7664"
Y,58909.31344,6,8,6,40866,1205568.367,"USS Ellis
FPO AA 53370-1758"
Y,67270.83974,5,7,5,33036,993637.0897,"USNS Gates
FPO AP 00484"
Y,76908.23742,6,8,4,51630,1813856.314,"765 John Falls Apt. 380
South Kathrynshire, IN 61674-7121"
Y,81272.39558,7,7,3,44406,1822438.42,"0479 Todd Prairie
New Kimberlybury, MH 04334"
Y,72827.49079,5,9,5,14931,1166925.146,"908 Solis Curve Apt. 755
Elizabethton, MN 84599-0578"
Y,69396.35828,5,6,4,34932,952439.6622,"791 Kim Row Apt. 381
East Jacobmouth, FM 47798"
N,75299.61257,8,5,3,34129,1659100.124,"18940 Davis Point Suite 046
Melissahaven, LA 78621"
N,75258.78058,7,6,4,37246,1181995.431,"2796 Anne Drive
North Kristinberg, AZ 79448"
Y,71322.71325,6,6,2,25949,1124042.948,"514 Soto Plain Apt. 353
Sarabury, IL 71896"
Y,64429.98478,6,7,3,39056,1219637.367,"42781 Herrera Court Apt. 072
North Ian, GU 91772-9544"
N,63797.57852,6,7,4,26095,867082.8428,"34363 Joshua Ville Suite 813
Cochranchester, PR 09069-3135"
Y,70333.46048,6,7,4,44796,1385978.984,"PSC 1222, Box 3820
APO AP 48458"
Y,49345.42445,6,8,5,15114,725040.896,"2178 Kelli Estate Suite 805
South Nicholaschester, NY 47584-5955"
Y,56073.89244,7,7,4,64150,1409762.119,"95985 West Expressway Apt. 355
Edwardsstad, KS 99645"
Y,68419.3325,6,8,6,30464,1036704.691,"030 Curtis Summit
North Rebecca, MP 93095-5357"
Y,69654.35501,4,8,3,27023,717273.1853,"940 Kelsey Light Suite 026
Beckstad, GU 27370-7423"
Y,96901.08151,5,8,4,32825,1642478.736,"8054 Smith Underpass
Lake Brian, ID 44748-2012"
Y,49160.30411,5,8,6,28383,585440.4314,"927 Robert Isle Suite 381
New Karen, MD 94991-2002"
Y,48498.14027,5,9,3,30750,602209.575,"944 Emily Keys Apt. 888
New Markshire, CA 98115"
Y,73112.84819,7,7,2,32127,1340227.277,"833 Price Wells Apt. 828
Port Timothy, MS 28892-5598"
Y,57190.75755,6,8,4,45341,1430051.088,"948 Rush Row Apt. 811
West Brian, IN 80835-6955"
Y,67775.54642,5,8,3,38346,1101120.259,"8601 Tyler Shore Suite 395
Hoopermouth, OR 94949-4346"
Y,52599.08666,7,8,3,31590,897223.4347,"56740 Joshua Fort Apt. 838
New Jenniferhaven, IL 37913"
Y,66655.96645,6,7,4,36143,1409318.577,"900 Chase Mission
North Lisa, NY 95640-6024"
Y,64635.45765,5,8,3,37867,1226067.314,"9657 Russell Fords Apt. 246
Kennedymouth, CO 46084-1358"
Y,87272.09339,5,7,5,7522,910099.644,"20887 Kevin Estates
Amandamouth, LA 65867-3535"
Y,77223.30759,6,7,3,36454,1492009.563,"9753 Benjamin Extensions
Edwinberg, DC 77337"
Y,74420.05254,7,7,2,40251,1555806.042,"2856 Frank Pine
East Johnhaven, WV 12578-5561"
Y,73611.68863,5,8,4,38294,1487855.538,"827 Christina Divide
New Tanya, MO 26789-8710"
Y,63320.13821,6,8,3,22076,995144.1066,"4178 Jeffery Turnpike Suite 589
West Matthewburgh, MI 73155"
Y,82383.02899,7,5,4,28615,1151006.078,"403 Christina Point Suite 032
Christopherbury, VA 89556-8621"
Y,93876.429,6,7,6,29097,1760880.448,"533 Marcus Isle
Port Andrewland, OH 79835"
Y,62717.68289,6,6,2,38536,1067000.349,"5750 Ford Extension
Stacyhaven, CT 82973-2072"
Y,84366.44482,4,7,6,48150,1430796.763,"1896 Jenkins Rue Apt. 467
Kylehaven, RI 92088"
Y,77208.64023,5,7,2,28550,981753.2384,"02802 Hahn Causeway
Lake Melissa, DC 18071-0272"
Y,77177.44738,4,6,3,52057,1102516.584,"4491 Giles Corners Suite 728
Mooreview, NJ 52329-7519"
Y,80770.67565,6,6,4,31518,1334377.307,"743 Patrick Ridge Apt. 072
Larryview, NE 78592-5823"
Y,72915.04025,5,7,5,42030,1395218.58,"4499 Tammy Pine
West Craig, MI 65307"
Y,64826.86535,6,7,3,36343,1227167.408,"3176 Mary Pass
Port Stephanieberg, ND 56793"
Y,79575.25044,5,6,2,43679,1315568.164,"978 Robles Knolls
Brewerborough, PW 55563-5751"
Y,75302.11142,6,8,6,33424,1643338.993,"219 Travis Avenue
Bushhaven, ME 65662"
Y,76942.50701,5,9,6,28718,1354417.563,"94779 Brenda Knoll Suite 885
Dunnmouth, MS 94475-9810"
Y,70627.7359,6,5,4,41602,1273868.064,"6892 Wallace Run Apt. 814
South Donshire, MD 97169"
Y,65081.58405,5,9,5,37594,1343824.215,"6628 Katherine Meadows Suite 009
Port Brittanyside, CT 81118"
Y,72752.21639,5,6,2,29034,692229.4655,"USNV Clark
FPO AA 65570-1981"
Y,72099.66539,6,6,3,36902,1411054.317,"636 Smith Greens
Alexland, AK 05521"
Y,51747.9152,7,6,4,29750,832475.189,"908 Cruz Mill
Blanchardmouth, PA 23824"
Y,56815.74332,7,5,2,35516,1076334.103,"6142 Escobar Harbor Suite 967
Michaelview, AS 63065-8757"
Y,60584.41378,7,7,3,46636,1309829.936,"543 Sara Garden
Crystalshire, NE 46964-3440"
N,80238.58516,5,7,3,34271,1130844.029,"9419 Sanders Loaf Apt. 390
South Davidchester, MP 66624-2587"
Y,60062.69563,4,7,3,45348,784503.3579,"0612 Erin Fort Apt. 991
Davidton, RI 02859"
Y,76339.62335,5,8,3,45735,1378399.109,"99129 Kevin Hollow
Donnamouth, UT 61678-5704"
Y,60319.43151,7,7,4,33338,983537.5108,"388 Wilkerson Mills Suite 408
Leeberg, RI 43961-2060"
Y,91083.56908,6,7,5,41735,1737981.53,"9790 Laura Trafficway Suite 464
Alexisside, LA 24093"
Y,73327.76494,5,7,5,41379,1314359.454,"058 Anthony Port
Christopherstad, SC 07665-9037"
Y,54236.69625,6,8,3,65858,1372969.311,"20665 David Well
Phillipsshire, WV 17695"
Y,54726.70347,6,7,4,38583,998855.5799,"18815 Denise Heights
Port Matthew, TX 85582"
Y,61247.3319,6,7,2,61076,1473540.76,"21942 Robert Ranch Suite 773
Port Sonia, MO 99587-6354"
Y,74551.97298,7,8,6,44843,1816217.007,"9875 Moore View Apt. 474
New Joseph, MH 70496"
Y,56962.44831,6,6,3,43182,1127082.199,"0743 Reed Lakes Suite 463
Vincentfurt, MS 65562-5283"
Y,59665.57342,7,7,3,48129,1427832.121,"USNS Dyer
FPO AP 88305-9187"
Y,72353.58095,5,8,6,15395,959243.6084,"912 Donna Junctions
Vaughanview, OR 53056"
N,55101.85478,5,9,5,41219,1202452.728,"584 Grant Knoll
Tracyville, MS 25650"
Y,62472.15858,7,8,6,37619,1463442.908,"630 Holmes Forest Suite 327
Andersontown, CO 15518-2545"
N,79020.64716,4,6,2,34405,1120851.519,"46937 Turner Skyway Suite 520
Deanstad, AK 34864"
Y,56402.54281,3,8,5,29690,696467.1699,"97355 James Tunnel
Salinasstad, VT 17324-5801"
Y,61056.14543,4,8,5,18607,631656.4746,"47560 Nichols Corners
Onealmouth, DC 36119"
Y,55558.46576,7,7,6,56250,1366988.235,"0259 Adams Lodge Apt. 351
Sheriberg, HI 10612-0102"
N,89760.91786,6,7,6,54061,1919053.527,"25908 Jennifer Views Apt. 583
East Nicholasburgh, MI 59539"
Y,55529.90658,7,9,4,45008,1460341.011,"10469 Stacey Plaza Suite 263
Arnoldshire, AZ 57893-5832"
Y,75534.27948,5,7,6,27731,935488.6065,"43020 Owens Glen Apt. 024
Marychester, SC 97268"
Y,73265.99934,5,6,4,30667,896246.1462,"925 Valenzuela Cliff Apt. 431
East Adrian, MT 52071-0639"
Y,61611.75178,6,7,3,18948,894203.5715,"066 Eric Stream
East Ashley, MA 15550-6377"
Y,66790.96033,6,7,6,47064,1353729.533,"39369 Beck Curve Suite 178
Kimberg, VT 29232"
Y,69604.52177,5,8,4,41786,1496177.416,"88372 Oneal Inlet Apt. 473
New Brandonfort, DC 34662-5333"
Y,43241.98242,6,7,2,29479,629657.6133,"860 Graham Meadows Suite 412
East Kristenburgh, UT 74487"
Y,51510.69878,6,7,4,31773,549167.9399,"06398 Adrian Forge Suite 341
North Charleschester, IA 99755"
Y,80315.49332,7,5,3,39734,1737582.283,"17480 Joshua Spring Suite 624
Port Mary, CO 02102"
Y,65483.25531,8,7,4,33303,1247281.698,"8362 Hudson Village Apt. 954
Goodmanbury, OH 71913"
N,92735.99692,6,7,4,47376,1779898.996,"8049 Michele Gardens Suite 331
Michaelview, UT 38230-9272"
Y,62678.33547,5,6,3,44965,1032663.003,"89517 Troy Viaduct Suite 715
Port James, LA 69221-4243"
Y,86583.93366,6,7,5,45514,1815809.621,"583 Turner Harbor
Port Nicole, TX 75903-5950"
Y,62369.71303,7,7,2,47225,1387114.42,"107 Mcdonald Islands
West Tony, NY 69365"
Y,55624.67129,7,7,3,45644,1262012.926,"3924 Carter Mission
West Julie, PA 05439-6091"
Y,63421.90396,8,9,3,11511,1432318.47,"6295 Felicia Squares
Lake Natashashire, NE 10973"
Y,77521.05738,6,7,5,32625,1501622.125,"09839 Jonathan Harbor
Stevenside, IL 72187"
Y,73370.47438,6,6,4,47741,1275676.981,"066 Harding Parkways Apt. 630
Port Maureenton, AK 70008-1762"
Y,82768.61397,7,7,4,23581,1476989.184,"5989 Garner Crossroad
Russomouth, AR 83930"
Y,68368.03678,6,7,5,22033,796289.3069,"652 Watson Path Suite 152
Melindabury, OK 63979-5988"
Y,67041.96766,6,5,3,15633,707345.0624,"71769 Sutton Club Suite 330
Clinefurt, HI 85853-2402"
Y,55507.31253,7,8,6,44669,1318231.418,"93686 Moore Manors Apt. 987
Tiffanyfort, FM 47355"
Y,43795.30753,6,8,7,48114,1020861.337,"36191 Gregory Estates Apt. 886
West Karen, MH 34042"
N,67754.68697,5,8,5,51906,1527691.701,"9235 Russell Mount
East Patrickborough, KY 41599"
Y,78088.2232,5,8,3,33390,1536234.709,"2399 Beth Parkways
Michellefort, KS 95918"
N,67909.38349,8,7,4,36742,1482123.625,"57071 Craig Radial Apt. 853
Cookfurt, ID 84624"
Y,51967.23585,6,7,5,21454,657169.3042,"USNS Johnson
FPO AP 84758-0245"
Y,81707.23577,5,7,4,37969,1390200.224,"PSC 1698, Box 7149
APO AA 62613"
Y,59865.76866,5,6,4,30905,613788.322,"3823 Fischer Fork
Port Joshua, ND 21648"
Y,61544.58347,3,8,3,30699,677772.3453,"687 Leslie Mall
North Jayhaven, LA 83023"
Y,80228.59919,5,9,3,27255,1535946.643,"PSC 7102, Box 1708
APO AA 74372-2883"
Y,60865.39678,5,6,4,43351,990004.7306,"107 Chelsea Mountains
Lopezmouth, OR 00850"
Y,59866.9477,6,6,4,32065,1039380.722,"179 Larsen Oval
New Matthew, DC 48602-6064"
Y,64769.64484,4,8,4,43511,1107286.973,"135 Acosta Isle
West Judith, IN 13641"
Y,89286.08325,5,7,2,26177,1340909.799,"8654 Benjamin Harbors Suite 759
South Jenniferland, KY 77429-0386"
Y,83373.01202,7,7,5,25663,1335883.831,"622 Justin Valley
Duncanside, MI 86995-3102"
N,59278.94589,6,9,3,12352,1015010.538,"47608 Becky Shores Apt. 271
Fernandezshire, AK 19986-5072"
Y,71232.91398,4,6,2,31089,676979.7154,"9450 Smith Path Suite 035
Chapmanburgh, NM 22261-2035"
N,72102.55665,6,6,2,41409,1110114.22,"24297 Perez Pine
Brendatown, AZ 78809-0999"
Y,80528.49774,6,9,5,37717,1641030.478,"8286 Jennifer Prairie
Lake Georgemouth, OH 74433"
Y,54051.02466,5,8,3,27822,914378.3344,"PSC 6223, Box 3745
APO AA 82126"
Y,66465.36591,6,7,6,41130,1258563.859,"4440 Dennis Green Apt. 666
Barryport, CT 36310-7179"
Y,70085.9476,4,7,5,51447,1440909.001,"414 Todd Springs
Port Shannon, AS 60277"
Y,75475.50719,6,8,6,47448,1624137.595,"65108 Williams Crescent Apt. 503
Frankshire, VI 46982-4576"
Y,88824.50481,8,7,4,28716,1869886.305,"64639 Kristin Locks Suite 724
Derekberg, KY 77496-9751"
Y,65948.91814,4,9,3,41261,1302748.858,"6541 Howard Mills
Smithton, AL 96745"
Y,68219.51472,6,8,6,42343,1429529.63,"0029 Melinda Neck Apt. 591
Lake Gregoryshire, HI 60267"
Y,74881.06436,5,7,3,23526,1023162.953,"7578 Watson Junction Apt. 456
New Stevenstad, UT 73434-4974"
Y,59886.41854,3,6,4,54547,673571.346,"USS Hunt
FPO AA 46601"
Y,75291.06396,5,7,4,48224,1657667.332,"74152 Lauren Ferry
North Robertton, AS 43153"
Y,69350.79336,7,8,4,36779,1392083.818,"USNV Cortez
FPO AE 36896-5919"
Y,79687.76187,6,7,6,20868,1360100.719,"932 Schwartz Park Suite 892
South Brian, CT 50166"
Y,61679.17116,6,7,5,34868,1103021.383,"PSC 7611, Box 8172
APO AE 25615-0900"
Y,77527.54117,6,6,4,41813,1322914.051,"165 Hawkins Estate Suite 143
Toddport, MN 31095"
Y,65010.55347,6,8,6,34707,1305185.545,"743 William Mount Suite 503
West Kimberly, MS 27914"
Y,60503.00376,7,7,5,49156,1431517.358,"7409 William Mountains
Richardstad, MT 38781"
Y,52282.12067,7,7,3,45868,1137446.993,"03508 Shannon Vista Suite 305
Romantown, AL 15977-0442"
Y,54293.14008,5,7,4,49752,1010477.392,"79942 Timothy Estates
West Robert, AZ 69359"
Y,64912.51546,7,6,4,48685,1449033.432,"690 Susan Isle
Jonville, DE 37992-8552"
Y,70213.646,6,6,3,34386,1064569.606,"8578 Michele Squares Apt. 349
East Bobbychester, MI 75471-8887"
N,48640.10361,4,9,4,33381,607249.4233,"4600 Tara Meadow Suite 656
Fernandoport, MP 40164-1720"
Y,64534.46591,4,7,4,52934,1202227.957,"129 Webb Ports Apt. 539
Shortland, SD 64926-8296"
Y,58337.23049,5,6,2,38235,816813.5324,"021 Carroll Unions
Marthaborough, KS 52821-2523"
Y,78845.76218,6,6,2,54845,1598159.227,"92450 Aguilar Knolls Apt. 965
Austinburgh, OH 57848-9395"
Y,74691.9496,5,8,5,55403,1658381.006,"Unit 1785 Box 7504
DPO AP 49434"
Y,68217.68309,6,7,3,49241,1312093.361,"177 Hernandez Path Apt. 695
South Laurastad, ND 37599"
Y,55306.14197,6,6,4,32143,647982.6536,"38482 Thornton Parkway
Lake Oscar, SD 09937"
Y,69012.76984,7,10,5,33070,1492786.627,"87957 Higgins Circles
Joshuahaven, NJ 61021"
Y,60846.61849,4,8,3,28172,627733.7434,"43955 Vega Stravenue Apt. 071
North Alexandraview, MD 23855"
